Farm_ID,Region,Crop_Type,Season,Area_Planted_Ha,Fertilizer_Used_kg,Rainfall_mm,Yield_Tonnes,Soil_Type,Market_Price_KES_per_Tonne,Year
FARM000268,Kisumu,Beans,Short Rains,9.57,160.4,1142.8,6.88,Loamy,22808.35,2015
FARM000269,Bungoma,Maize,Long Rains,4.78,111.3,292.8,3.03,Sandy,45945.66,2021
FARM000270,Kisumu,Coffee,Short Rains,7.39,350.8,1009.7,4.06,Loamy,26963.33,2020
FARM000271,Uasin Gishu,Coffee,Long Rains,2.95,64.7,1241.9,8.02,Clay,48363.52,2015
FARM000272,Nakuru,Maize,Short Rains,2.65,369.9,667.2,11.66,Clay,33718.69,2022
FARM000273,Kisumu,Sugarcane,Long Rains,1.15,186.6,362.3,4.06,Sandy,67868.45,2021
FARM000274,Bungoma,Coffee,Short Rains,1.49,85.8,635.3,1.47,Sandy,64969.36,2024
FARM000275,Bungoma,Sugarcane,Long Rains,9.65,429.5,971.5,6.78,Clay,45473.99,2015
FARM000276,Meru,Tea,Long Rains,7.3,187.5,480.7,1.07,Clay,34189.86,2020
FARM000277,Kisumu,Beans,Long Rains,0.73,400.4,275.4,7.05,Sandy,50712.37,2018
FARM000278,Uasin Gishu,Beans,Long Rains,1.39,174.2,1345.6,10.11,Loamy,35221.19,2018
FARM000279,Nakuru,Tea,Short Rains,7.19,270.3,922.6,11.77,Loamy,31686.68,2018
FARM000280,Nakuru,Tea,Long Rains,5.56,393.1,429.4,3.25,Clay,41610.67,2018
FARM000281,Meru,Sugarcane,Long Rains,5.66,346.5,507.0,2.32,Loamy,26805.43,2015
FARM000282,Meru,Beans,Long Rains,6.63,498.5,1257.5,9.19,Loamy,27261.78,2020
FARM000283,Embu,Beans,Long Rains,6.88,405.9,560.3,1.99,Clay,46348.42,2019
FARM000284,Bungoma,Tea,Long Rains,4.32,255.1,323.4,1.26,Clay,24739.37,2021
FARM000285,Kisumu,Sugarcane,Long Rains,8.46,113.7,995.5,8.24,Loamy,51288.01,2017
FARM000286,Kisumu,Maize,Short Rains,7.62,253.6,1171.2,2.71,Clay,63335.37,2017
FARM000287,Uasin Gishu,Sugarcane,Long Rains,6.98,83.8,425.4,2.88,Loamy,20472.52,2020
FARM000288,Uasin Gishu,Sugarcane,Long Rains,8.23,477.6,594.0,0.96,Sandy,61212.57,2020
FARM000289,Meru,Beans,Long Rains,9.59,373.9,490.8,7.59,Clay,10280.88,2023
FARM000290,Nyeri,Wheat,Long Rains,7.16,53.9,528.6,3.28,Loamy,44177.59,2016
FARM000291,Bungoma,Coffee,Short Rains,9.25,260.0,1331.7,1.35,Sandy,77561.8,2016
FARM000292,Bungoma,Tea,Long Rains,8.46,204.3,781.3,8.26,Loamy,75173.59,2016
FARM000293,Kisumu,Tea,Long Rains,6.75,341.1,614.7,4.07,Sandy,64135.38,2017
FARM000294,Meru,Coffee,Short Rains,5.19,73.5,387.4,5.9,Loamy,55511.19,2016
FARM000295,Nakuru,Beans,Long Rains,9.44,425.0,1130.1,4.91,Loamy,72952.35,2019
FARM000296,Nyeri,Coffee,Long Rains,4.5,106.1,847.5,2.75,Clay,66142.13,2020
FARM000297,Bungoma,Maize,Long Rains,9.78,351.9,581.2,1.2,Sandy,32357.44,2022
FARM000298,Nakuru,Tea,Long Rains,9.73,164.4,1436.7,11.5,Loamy,72472.92,2020
FARM000299,Uasin Gishu,Beans,Long Rains,2.45,84.5,1205.4,6.44,Clay,47779.79,2017
FARM000300,Meru,Beans,Short Rains,9.42,126.3,519.0,7.5,Sandy,23211.26,2024
FARM000301,Uasin Gishu,Maize,Long Rains,1.11,406.2,855.5,2.53,Sandy,60511.02,2024
FARM000302,Uasin Gishu,Tea,Long Rains,5.81,419.9,770.8,11.99,Clay,12921.88,2021
FARM000303,Bungoma,Sugarcane,Long Rains,8.96,478.2,1138.0,9.74,Sandy,34268.95,2021
FARM000304,Meru,Tea,Long Rains,7.71,221.0,872.9,10.67,Loamy,26064.19,2024
FARM000305,Nakuru,Tea,Long Rains,2.5,139.5,1022.7,3.42,Loamy,69713.77,2016
FARM000306,Kisumu,Tea,Short Rains,2.42,416.0,998.9,7.18,Clay,70551.61,2015
FARM000307,Kisumu,Tea,Long Rains,6.97,333.5,314.7,9.82,Sandy,48963.21,2024
FARM000308,Nakuru,Beans,Long Rains,3.64,116.2,1480.0,7.56,Loamy,58159.38,2018
FARM000309,Bungoma,Coffee,Short Rains,7.96,455.3,909.9,1.93,Loamy,22453.09,2020
FARM000310,Embu,Maize,Long Rains,1.37,92.7,1007.0,1.12,Sandy,16232.66,2015
FARM000311,Embu,Coffee,Short Rains,0.91,149.5,925.3,6.16,Loamy,47544.15,2021
FARM000312,Embu,Coffee,Long Rains,5.55,399.2,1252.7,3.15,Loamy,31768.92,2023
FARM000313,Nakuru,Beans,Short Rains,3.44,190.7,437.7,11.56,Clay,59307.11,2016
FARM000314,Bungoma,Coffee,Long Rains,1.24,451.6,1120.0,1.91,Sandy,63399.81,2020
FARM000315,Nakuru,Maize,Short Rains,6.8,267.0,619.1,0.46,Loamy,48010.38,2023
FARM000316,Nakuru,Wheat,Long Rains,3.11,62.9,441.7,10.45,Loamy,50078.19,2020
FARM000317,Kisumu,Tea,Short Rains,1.21,158.7,1285.7,8.74,Loamy,21226.08,2021
FARM000318,Nakuru,Maize,Short Rains,9.34,282.6,1313.8,3.01,Loamy,30696.12,2019
FARM000319,Embu,Sugarcane,Short Rains,5.83,150.5,761.8,9.84,Loamy,39587.15,2022
FARM000320,Nyeri,Coffee,Short Rains,1.01,154.1,1293.2,7.18,Sandy,23268.01,2024
FARM000321,Bungoma,Wheat,Short Rains,9.89,94.7,607.1,4.09,Loamy,60539.64,2023
FARM000322,Nyeri,Sugarcane,Long Rains,0.55,328.7,508.2,4.3,Clay,11739.79,2018
FARM000323,Embu,Wheat,Long Rains,1.99,260.7,870.8,3.51,Sandy,77954.13,2024
FARM000324,Embu,Sugarcane,Short Rains,5.12,339.6,1233.6,6.31,Clay,14114.07,2015
FARM000325,Nakuru,Maize,Long Rains,4.97,53.8,478.5,9.3,Loamy,27906.71,2020
FARM000326,Nyeri,Wheat,Short Rains,6.4,306.3,1271.2,9.28,Sandy,24803.82,2022
FARM000327,Bungoma,Beans,Long Rains,3.97,362.7,888.1,0.86,Sandy,36909.14,2022
FARM000328,Bungoma,Maize,Long Rains,9.12,99.7,1336.2,5.63,Loamy,14291.49,2021
FARM000329,Meru,Sugarcane,Long Rains,2.68,237.2,1310.7,6.76,Loamy,24830.22,2021
FARM000330,Bungoma,Maize,Short Rains,8.64,206.4,1165.9,5.56,Clay,25735.61,2024
FARM000331,Nyeri,Tea,Long Rains,1.39,357.2,945.0,11.08,Sandy,31524.93,2016
FARM000332,Nyeri,Coffee,Long Rains,3.01,340.3,1191.4,2.66,Clay,33104.87,2021
FARM000333,Nyeri,Coffee,Short Rains,3.07,467.9,657.9,2.78,Loamy,72409.25,2016
FARM000334,Nakuru,Maize,Short Rains,5.52,364.2,361.1,10.93,Loamy,73284.94,2024
FARM000335,Kisumu,Maize,Short Rains,2.48,433.5,830.0,0.4,Clay,14326.51,2017
FARM000336,Bungoma,Tea,Long Rains,7.94,337.7,400.4,5.97,Sandy,20846.51,2019
FARM000337,Bungoma,Beans,Long Rains,0.9,225.9,1205.0,4.72,Loamy,48635.24,2015
FARM000338,Nyeri,Maize,Long Rains,4.49,255.0,953.0,11.09,Sandy,30844.43,2022
FARM000339,Kisumu,Beans,Short Rains,3.83,296.9,877.8,5.64,Loamy,30459.48,2016
FARM000340,Meru,Coffee,Short Rains,3.02,315.5,1099.7,0.57,Sandy,38316.46,2023
FARM000341,Meru,Tea,Short Rains,3.76,180.8,427.1,1.85,Loamy,36873.01,2024
FARM000342,Meru,Maize,Long Rains,4.32,189.1,346.3,8.92,Clay,21458.33,2022
FARM000343,Kisumu,Sugarcane,Short Rains,1.55,107.1,348.4,1.63,Loamy,33413.64,2015
FARM000344,Kisumu,Beans,Short Rains,6.12,411.0,908.4,5.55,Sandy,51376.13,2018
FARM000345,Uasin Gishu,Beans,Short Rains,1.55,215.1,1192.3,1.93,Clay,68180.93,2019
FARM000346,Uasin Gishu,Coffee,Long Rains,9.01,354.4,620.7,3.4,Loamy,40393.63,2023
FARM000347,Nyeri,Maize,Long Rains,4.72,245.4,248.4,7.83,Clay,34205.34,2018
FARM000348,Embu,Maize,Long Rains,2.28,186.1,1372.6,1.51,Loamy,79209.5,2018
FARM000349,Embu,Coffee,Short Rains,5.7,150.0,784.0,11.52,Sandy,51914.2,2023
FARM000350,Meru,Maize,Short Rains,0.99,459.2,1243.7,5.58,Sandy,42386.23,2018
FARM000351,Uasin Gishu,Beans,Short Rains,1.16,248.1,337.5,4.93,Clay,51571.41,2017
FARM000352,Embu,Maize,Short Rains,7.27,57.1,1068.6,10.81,Loamy,43456.39,2022
FARM000353,Uasin Gishu,Sugarcane,Short Rains,9.27,142.7,387.2,7.56,Clay,70660.36,2016
FARM000354,Nakuru,Wheat,Short Rains,5.15,307.1,304.8,6.4,Clay,50463.81,2017
FARM000355,Uasin Gishu,Sugarcane,Short Rains,7.67,174.6,1464.1,5.77,Loamy,56912.45,2020
FARM000356,Uasin Gishu,Beans,Short Rains,5.93,227.7,1362.5,11.14,Loamy,10295.72,2023
FARM000357,Embu,Beans,Short Rains,2.85,413.4,1264.4,11.74,Clay,34793.74,2019
FARM000358,Nyeri,Beans,Long Rains,2.76,390.3,310.8,11.18,Sandy,49207.89,2018
FARM000359,Bungoma,Maize,Short Rains,3.99,386.9,887.3,5.36,Clay,24421.25,2016
FARM000360,Meru,Sugarcane,Short Rains,2.17,326.8,1394.3,7.04,Clay,11700.6,2018
FARM000361,Kisumu,Beans,Long Rains,6.62,440.3,854.8,3.57,Clay,65510.9,2017
FARM000362,Kisumu,Sugarcane,Long Rains,2.88,266.8,961.0,11.65,Sandy,56625.25,2022
FARM000363,Bungoma,Wheat,Short Rains,6.66,216.3,249.6,5.87,Loamy,57991.52,2018
FARM000364,Uasin Gishu,Beans,Long Rains,7.23,209.4,854.3,10.61,Clay,70475.54,2016
FARM000365,Bungoma,Coffee,Long Rains,2.95,128.0,1095.7,10.55,Sandy,14772.65,2016
FARM000366,Kisumu,Coffee,Short Rains,5.61,350.9,1020.2,0.46,Sandy,30227.05,2016
FARM000367,Kisumu,Beans,Long Rains,4.05,184.2,458.3,9.43,Sandy,20552.5,2024
FARM000368,Meru,Coffee,Long Rains,1.1,294.3,1153.4,9.4,Loamy,11433.69,2016
FARM000369,Uasin Gishu,Coffee,Short Rains,7.05,468.9,822.5,3.28,Loamy,16982.64,2023
FARM000370,Nyeri,Beans,Short Rains,8.27,454.9,1238.1,3.28,Clay,45941.77,2018
FARM000371,Nakuru,Maize,Short Rains,0.81,493.6,335.8,11.6,Loamy,74187.31,2018
FARM000372,Nakuru,Maize,Long Rains,5.86,314.0,682.4,8.3,Loamy,79961.62,2022
FARM000373,Uasin Gishu,Maize,Long Rains,8.01,189.7,587.6,0.7,Clay,49617.53,2020
FARM000374,Nyeri,Coffee,Long Rains,9.63,232.0,1227.5,3.21,Clay,45853.14,2022
FARM000375,Meru,Maize,Long Rains,2.96,330.8,1213.0,7.54,Sandy,46205.59,2020
FARM000376,Nyeri,Wheat,Long Rains,9.1,310.5,543.2,10.2,Sandy,25035.0,2019
FARM000377,Nyeri,Coffee,Short Rains,8.17,443.7,769.3,1.78,Sandy,33799.66,2023
FARM000378,Kisumu,Wheat,Long Rains,7.79,167.9,916.4,8.29,Sandy,70536.94,2016
FARM000379,Embu,Tea,Short Rains,9.94,241.7,1415.7,5.68,Sandy,30313.46,2024
FARM000380,Kisumu,Beans,Short Rains,5.38,497.9,962.6,4.04,Clay,76494.28,2019
FARM000381,Embu,Beans,Short Rains,4.34,168.1,413.8,1.21,Loamy,28857.43,2018
FARM000382,Nakuru,Tea,Long Rains,8.55,461.0,435.5,0.58,Clay,64804.8,2016
FARM000383,Kisumu,Coffee,Long Rains,4.47,471.1,806.5,4.13,Sandy,17006.0,2015
FARM000384,Nyeri,Tea,Short Rains,3.04,337.2,1296.9,7.14,Loamy,62577.15,2015
FARM000385,Kisumu,Wheat,Long Rains,5.97,370.3,541.8,7.36,Clay,55190.29,2015
FARM000386,Uasin Gishu,Maize,Long Rains,5.57,329.9,353.5,5.81,Sandy,62405.62,2016
FARM000387,Kisumu,Maize,Long Rains,5.79,112.9,300.0,7.11,Clay,75074.69,2018
FARM000388,Meru,Beans,Short Rains,9.56,282.6,1227.5,8.5,Clay,44000.15,2022
FARM000389,Meru,Sugarcane,Short Rains,5.48,361.2,623.6,8.63,Sandy,52162.93,2017
FARM000390,Nyeri,Tea,Long Rains,8.44,145.7,262.5,10.5,Sandy,17665.11,2022
FARM000391,Kisumu,Wheat,Long Rains,3.62,488.8,707.7,0.39,Sandy,64997.67,2023
FARM000392,Embu,Coffee,Short Rains,9.59,229.6,1198.6,11.66,Clay,69721.55,2017
FARM000393,Nakuru,Beans,Short Rains,8.3,248.7,313.5,5.01,Sandy,19072.8,2019
FARM000394,Nyeri,Beans,Short Rains,8.56,420.6,419.3,10.39,Sandy,45375.51,2016
FARM000395,Nyeri,Beans,Long Rains,4.23,355.8,1307.4,6.31,Sandy,19824.62,2015
FARM000396,Meru,Beans,Long Rains,1.38,304.9,909.6,6.47,Clay,54258.37,2015
FARM000397,Uasin Gishu,Coffee,Short Rains,6.05,359.2,771.5,8.54,Sandy,19248.77,2017
FARM000398,Meru,Sugarcane,Long Rains,7.5,377.0,1011.7,7.27,Loamy,29717.86,2022
FARM000399,Bungoma,Wheat,Long Rains,5.75,206.4,1371.5,10.77,Sandy,49269.62,2021
FARM000400,Meru,Beans,Short Rains,8.32,186.3,260.7,5.39,Clay,72387.44,2017
FARM000401,Embu,Maize,Short Rains,8.21,413.5,695.4,9.95,Loamy,52256.41,2015
FARM000402,Kisumu,Tea,Long Rains,9.81,335.7,1221.4,11.06,Sandy,65851.23,2016
FARM000403,Embu,Coffee,Long Rains,7.42,386.3,804.2,9.09,Sandy,64414.5,2020
FARM000404,Nyeri,Maize,Long Rains,4.4,102.2,1235.1,1.0,Sandy,38671.45,2018
FARM000405,Uasin Gishu,Wheat,Long Rains,2.88,429.4,1214.6,4.06,Sandy,47057.64,2017
FARM000406,Nakuru,Coffee,Short Rains,0.75,371.7,789.6,10.07,Sandy,76086.55,2015
FARM000407,Nyeri,Wheat,Short Rains,1.41,314.5,1123.0,3.15,Clay,64629.02,2022
FARM000408,Nyeri,Beans,Long Rains,0.61,55.1,1302.4,4.92,Clay,59815.82,2019
FARM000409,Meru,Sugarcane,Long Rains,4.19,275.9,264.3,6.01,Sandy,58566.37,2017
FARM000410,Nakuru,Wheat,Short Rains,2.58,312.1,447.7,2.53,Sandy,67985.67,2018
FARM000411,Meru,Tea,Long Rains,2.4,450.2,610.2,7.05,Loamy,35697.62,2021
FARM000412,Bungoma,Sugarcane,Long Rains,4.43,373.8,1232.5,5.9,Loamy,65668.16,2016
FARM000413,Nakuru,Coffee,Short Rains,8.68,274.6,802.2,5.19,Loamy,35555.53,2020
FARM000414,Uasin Gishu,Beans,Long Rains,2.91,394.8,741.2,7.97,Sandy,64262.01,2015
FARM000415,Uasin Gishu,Wheat,Long Rains,2.29,182.3,1301.8,5.0,Sandy,66643.32,2024
FARM000416,Nyeri,Beans,Short Rains,1.2,472.6,417.6,1.02,Loamy,58594.53,2015
FARM000417,Kisumu,Maize,Short Rains,8.41,91.9,410.5,1.81,Loamy,35253.04,2015
FARM000418,Nyeri,Sugarcane,Short Rains,3.4,253.2,852.4,10.12,Loamy,33158.0,2021
FARM000419,Nyeri,Sugarcane,Short Rains,7.36,337.3,839.6,10.4,Sandy,39569.29,2017
FARM000420,Meru,Sugarcane,Long Rains,3.35,456.8,824.8,4.88,Loamy,30296.33,2023
FARM000421,Nakuru,Beans,Long Rains,0.59,250.6,972.8,0.23,Sandy,31730.67,2021
FARM000422,Nyeri,Tea,Long Rains,9.95,61.8,958.0,7.93,Sandy,60483.85,2018
FARM000423,Nyeri,Maize,Short Rains,3.51,364.9,814.3,3.02,Clay,60852.94,2021
FARM000424,Nakuru,Beans,Long Rains,4.98,244.3,508.2,4.6,Sandy,67836.35,2021
FARM000425,Bungoma,Tea,Long Rains,5.81,329.9,694.0,11.78,Loamy,66676.35,2023
FARM000426,Uasin Gishu,Sugarcane,Long Rains,4.15,447.2,779.5,5.69,Clay,36971.95,2018
FARM000427,Bungoma,Sugarcane,Short Rains,2.09,321.8,235.0,5.12,Clay,43405.07,2019
FARM000428,Embu,Coffee,Long Rains,4.81,382.6,1285.9,3.36,Loamy,51913.51,2017
FARM000429,Uasin Gishu,Wheat,Long Rains,6.76,308.2,276.1,9.79,Sandy,38094.61,2024
FARM000430,Bungoma,Sugarcane,Short Rains,7.74,180.9,1257.6,4.97,Sandy,48051.16,2019
FARM000431,Kisumu,Sugarcane,Long Rains,3.52,87.3,484.0,8.72,Clay,18348.66,2022
FARM000432,Nyeri,Tea,Short Rains,0.81,479.9,1274.9,8.64,Clay,49445.21,2016
FARM000433,Nyeri,Maize,Short Rains,6.42,173.0,706.1,5.19,Sandy,53419.6,2022
FARM000434,Nakuru,Wheat,Short Rains,4.79,177.3,1089.3,4.12,Sandy,55425.14,2023
FARM000435,Embu,Sugarcane,Short Rains,4.1,77.7,784.7,7.19,Sandy,12059.71,2024
FARM000436,Bungoma,Tea,Short Rains,6.91,148.5,969.5,7.55,Loamy,43889.39,2016
FARM000437,Bungoma,Sugarcane,Long Rains,1.56,375.7,569.2,9.08,Clay,35966.6,2016
FARM000438,Nakuru,Sugarcane,Long Rains,1.2,113.2,1419.0,5.77,Sandy,30011.11,2022
FARM000439,Bungoma,Tea,Short Rains,3.43,144.7,1290.7,6.34,Loamy,19135.04,2024
FARM000440,Embu,Wheat,Long Rains,6.68,231.0,472.1,6.81,Loamy,49161.08,2020
FARM000441,Meru,Maize,Short Rains,5.84,490.0,1453.2,2.82,Loamy,41048.67,2020
FARM000442,Nyeri,Wheat,Short Rains,6.56,149.5,1189.9,11.68,Sandy,19095.43,2021
FARM000443,Embu,Coffee,Short Rains,8.51,160.5,638.3,9.94,Clay,12223.49,2018
FARM000444,Kisumu,Wheat,Short Rains,4.45,86.3,371.1,0.98,Loamy,45742.68,2017
FARM000445,Bungoma,Tea,Short Rains,4.12,88.7,998.7,5.83,Clay,58470.76,2016
FARM000446,Meru,Beans,Long Rains,5.75,485.5,204.7,8.64,Loamy,56258.65,2022
FARM000447,Kisumu,Beans,Long Rains,4.41,216.6,410.8,5.88,Clay,31195.52,2019
FARM000448,Kisumu,Beans,Long Rains,6.95,187.5,1067.8,10.0,Clay,28350.33,2017
FARM000449,Uasin Gishu,Maize,Short Rains,2.94,418.1,619.8,1.88,Loamy,33764.41,2018
FARM000450,Nyeri,Maize,Short Rains,3.81,308.7,358.8,6.65,Sandy,26047.98,2017
FARM000451,Nakuru,Maize,Long Rains,7.86,318.0,591.7,5.68,Clay,78568.39,2015
FARM000452,Kisumu,Sugarcane,Short Rains,4.34,251.9,786.1,7.83,Clay,54353.66,2018
FARM000453,Bungoma,Beans,Long Rains,1.24,168.0,585.8,10.88,Loamy,74263.98,2016
FARM000454,Bungoma,Sugarcane,Long Rains,2.66,299.2,899.8,10.28,Sandy,35718.7,2020
FARM000455,Embu,Coffee,Long Rains,1.01,488.8,474.2,5.18,Sandy,16726.56,2022
FARM000456,Bungoma,Sugarcane,Long Rains,7.68,405.0,727.9,5.43,Loamy,12970.02,2019
FARM000457,Meru,Sugarcane,Short Rains,2.66,277.5,742.0,9.76,Sandy,74369.83,2021
FARM000458,Kisumu,Beans,Long Rains,0.8,174.6,1198.5,7.76,Clay,48481.4,2016
FARM000459,Nakuru,Coffee,Short Rains,7.98,408.5,729.4,6.48,Sandy,37671.63,2019
FARM000460,Kisumu,Wheat,Short Rains,1.07,212.0,1402.3,3.19,Sandy,55924.87,2015
FARM000461,Embu,Coffee,Short Rains,9.28,65.7,1258.6,9.9,Clay,48576.4,2015
FARM000462,Meru,Coffee,Short Rains,4.39,226.3,1202.6,10.07,Clay,59850.78,2022
FARM000463,Uasin Gishu,Coffee,Long Rains,1.5,240.2,524.2,4.55,Sandy,65891.75,2018
FARM000464,Embu,Sugarcane,Long Rains,3.42,331.2,1264.5,5.23,Sandy,21125.37,2017
FARM000465,Kisumu,Beans,Short Rains,8.53,279.0,587.7,9.7,Clay,38326.37,2015
FARM000466,Uasin Gishu,Maize,Short Rains,2.48,92.2,320.6,1.7,Clay,21454.12,2017
FARM000467,Nyeri,Beans,Short Rains,7.54,153.6,1250.4,8.89,Clay,27130.06,2022
FARM000468,Uasin Gishu,Sugarcane,Long Rains,2.45,457.6,1018.0,4.28,Loamy,57332.41,2023
FARM000469,Nyeri,Maize,Short Rains,4.61,121.0,1277.3,10.52,Loamy,75301.63,2020
FARM000470,Embu,Beans,Short Rains,0.92,98.4,710.7,4.92,Clay,33646.12,2024
FARM000471,Nyeri,Sugarcane,Short Rains,0.61,434.3,1222.5,1.21,Clay,10892.38,2019
FARM000472,Meru,Tea,Short Rains,1.97,89.4,552.4,6.76,Loamy,23436.93,2018
FARM000473,Kisumu,Coffee,Long Rains,0.54,114.7,1423.4,10.46,Sandy,17477.17,2024
FARM000474,Kisumu,Tea,Short Rains,3.72,103.2,1130.5,7.89,Loamy,12837.9,2020
FARM000475,Meru,Maize,Long Rains,6.45,79.0,1332.0,4.59,Loamy,41821.79,2015
FARM000476,Meru,Tea,Short Rains,5.54,448.5,463.4,1.13,Loamy,28156.36,2018
FARM000477,Bungoma,Coffee,Short Rains,9.73,236.7,986.5,2.57,Sandy,74182.65,2016
FARM000478,Nyeri,Wheat,Long Rains,4.61,158.0,1070.1,10.82,Clay,60036.11,2021
FARM000479,Meru,Sugarcane,Long Rains,3.25,376.8,1485.0,10.19,Clay,12736.83,2019
FARM000480,Nakuru,Beans,Long Rains,9.36,283.5,479.4,3.52,Clay,33961.89,2016
FARM000481,Meru,Coffee,Short Rains,1.4,221.7,536.5,7.1,Loamy,76395.05,2024
FARM000482,Nyeri,Maize,Long Rains,9.21,273.1,812.8,11.96,Loamy,57310.53,2018
FARM000483,Kisumu,Coffee,Long Rains,1.28,340.8,1145.9,9.28,Sandy,55247.63,2022
FARM000484,Bungoma,Tea,Long Rains,2.51,483.0,564.9,11.32,Clay,20374.02,2019
FARM000485,Bungoma,Wheat,Long Rains,8.4,406.8,515.1,4.02,Sandy,63822.68,2023
FARM000486,Nyeri,Tea,Short Rains,1.11,334.5,237.2,2.19,Loamy,41808.17,2020
FARM000487,Bungoma,Tea,Long Rains,7.11,67.7,1088.0,10.64,Loamy,60673.63,2021
FARM000488,Kisumu,Beans,Long Rains,2.33,135.6,726.7,0.91,Loamy,46297.64,2022
FARM000489,Nakuru,Sugarcane,Long Rains,6.89,360.1,923.5,2.95,Sandy,63797.57,2021
FARM000490,Kisumu,Tea,Long Rains,2.54,103.9,913.1,4.95,Loamy,44668.91,2019
FARM000491,Nyeri,Sugarcane,Short Rains,2.19,129.0,1100.3,3.39,Loamy,17922.36,2020
FARM000492,Kisumu,Sugarcane,Short Rains,3.05,131.1,807.7,9.99,Sandy,24502.85,2020
FARM000493,Kisumu,Coffee,Long Rains,9.96,438.3,872.8,2.96,Loamy,54931.34,2015
FARM000494,Kisumu,Beans,Long Rains,6.4,382.4,982.5,7.86,Loamy,72891.7,2018
FARM000495,Nyeri,Maize,Long Rains,3.58,66.4,367.6,2.24,Loamy,76555.31,2016
FARM000496,Bungoma,Sugarcane,Short Rains,8.59,66.7,801.4,1.19,Sandy,30927.2,2022
FARM000497,Meru,Coffee,Short Rains,5.44,170.5,370.1,7.1,Clay,78524.29,2021
FARM000498,Uasin Gishu,Sugarcane,Long Rains,6.66,244.3,1445.1,10.55,Clay,78895.35,2016
FARM000499,Embu,Maize,Long Rains,2.74,347.8,661.4,3.19,Sandy,25094.89,2017
FARM000500,Kisumu,Coffee,Long Rains,1.3,139.7,1492.5,11.71,Loamy,58004.17,2024
FARM000501,Embu,Coffee,Short Rains,9.47,360.7,490.2,11.53,Loamy,32714.74,2018
FARM000502,Uasin Gishu,Maize,Long Rains,7.63,61.2,326.3,8.8,Sandy,72525.66,2015
FARM000503,Uasin Gishu,Sugarcane,Long Rains,3.29,337.8,354.7,6.81,Sandy,26233.88,2023
FARM000504,Embu,Coffee,Short Rains,7.22,435.3,209.7,6.16,Loamy,44582.94,2021
FARM000505,Kisumu,Beans,Short Rains,1.63,440.0,527.3,0.85,Sandy,24974.58,2021
FARM000506,Meru,Tea,Short Rains,5.01,227.3,1053.1,2.67,Sandy,34715.84,2024
FARM000507,Meru,Tea,Long Rains,2.07,490.9,469.6,3.93,Sandy,38647.59,2017
FARM000508,Uasin Gishu,Beans,Short Rains,4.79,121.8,525.7,2.21,Loamy,32066.4,2022
FARM000509,Embu,Maize,Long Rains,5.62,132.7,241.2,4.56,Clay,23860.97,2018
FARM000510,Kisumu,Sugarcane,Long Rains,2.88,166.0,1121.2,1.45,Loamy,34552.3,2018
FARM000511,Meru,Beans,Short Rains,5.98,293.0,1306.2,3.83,Clay,24266.72,2019
FARM000512,Embu,Maize,Long Rains,0.85,83.6,499.6,3.58,Sandy,53889.96,2015
FARM000513,Nakuru,Coffee,Short Rains,5.64,381.4,951.9,7.65,Sandy,50006.82,2018
FARM000514,Uasin Gishu,Tea,Short Rains,6.06,254.9,1141.6,1.38,Clay,52771.48,2015
FARM000515,Embu,Sugarcane,Long Rains,9.11,279.0,872.7,2.42,Clay,23225.01,2023
FARM000516,Embu,Beans,Short Rains,0.55,67.2,259.3,11.54,Loamy,68293.99,2020
FARM000517,Uasin Gishu,Sugarcane,Long Rains,5.98,381.9,576.6,10.09,Loamy,47634.1,2022
FARM000518,Kisumu,Sugarcane,Long Rains,3.35,443.6,583.5,7.69,Clay,52784.35,2020
FARM000519,Nakuru,Sugarcane,Long Rains,1.72,166.6,643.8,3.39,Clay,27935.85,2019
FARM000520,Meru,Maize,Short Rains,2.25,414.9,1064.7,9.02,Sandy,27996.38,2015
FARM000521,Embu,Tea,Short Rains,4.98,266.9,1351.0,6.43,Loamy,79633.31,2015
FARM000522,Nakuru,Coffee,Short Rains,8.59,418.0,334.0,4.76,Clay,24486.74,2019
FARM000523,Nakuru,Maize,Short Rains,3.39,177.9,522.3,6.96,Sandy,42040.63,2016
FARM000524,Uasin Gishu,Maize,Short Rains,3.09,355.1,754.9,9.09,Sandy,41823.96,2021
FARM000525,Nyeri,Wheat,Long Rains,5.98,225.5,1254.4,3.25,Sandy,22656.75,2019
FARM000526,Kisumu,Beans,Short Rains,7.7,397.4,1240.1,3.43,Clay,44653.32,2015
FARM000527,Kisumu,Sugarcane,Short Rains,9.75,134.3,745.3,2.1,Clay,62868.41,2017
FARM000528,Embu,Coffee,Long Rains,2.6,478.9,1008.9,3.62,Loamy,28033.24,2024
FARM000529,Uasin Gishu,Sugarcane,Long Rains,6.14,376.3,483.4,6.52,Sandy,63534.7,2019
FARM000530,Embu,Maize,Short Rains,8.03,306.1,858.2,1.89,Sandy,57260.5,2015
FARM000531,Embu,Beans,Short Rains,5.02,339.5,1208.9,3.25,Clay,34385.7,2024
FARM000532,Uasin Gishu,Tea,Short Rains,4.67,423.5,539.4,8.1,Loamy,49538.94,2019
FARM000533,Uasin Gishu,Coffee,Long Rains,8.07,304.7,889.9,11.54,Clay,18430.55,2018
FARM000534,Embu,Sugarcane,Short Rains,4.04,440.6,363.3,0.52,Clay,53056.75,2021
FARM000535,Nyeri,Beans,Long Rains,9.06,326.9,623.4,8.8,Sandy,79179.37,2017
